Posicao,ID_Beneficiario,Pessoas_Atendidas,Capacidade,Dias_Autonomia,Manancial_Alocado
2403,1945,27,16.0,29.63,50
2404,2097,27,16.0,29.63,92
2405,615,27,16.0,29.63,39
2406,1100,27,16.0,29.63,40
2407,10,27,16.0,29.63,19
2408,575,27,16.0,29.63,63
2409,632,27,16.0,29.63,6
2410,3232,22,13.0,29.55,18
2411,1138,28,16.0,28.57,24
2412,3217,28,16.0,28.57,58
2413,1176,28,16.0,28.57,14
2414,1992,28,16.0,28.57,75
2415,729,28,16.0,28.57,71
2416,2044,28,16.0,28.57,59
2417,1592,28,16.0,28.57,91
2418,212,28,16.0,28.57,36
2419,858,28,16.0,28.57,74
2420,1653,28,16.0,28.57,24
2421,2260,28,16.0,28.57,77
2422,971,28,16.0,28.57,85
2423,1641,28,16.0,28.57,92
2424,217,28,16.0,28.57,13
2425,2785,28,16.0,28.57,77
2426,2030,28,16.0,28.57,77
2427,1239,28,16.0,28.57,37
2428,2228,28,16.0,28.57,84
2429,2133,28,16.0,28.57,41
2430,1505,28,16.0,28.57,48
2431,2203,28,16.0,28.57,76
2432,1087,28,16.0,28.57,72
2433,529,28,16.0,28.57,25
2434,66,28,16.0,28.57,66
2435,2105,14,8.0,28.57,90
2436,1006,28,16.0,28.57,61
2437,1777,16,9.0,28.12,86
2438,715,27,15.1,27.96,36
2439,3007,29,16.0,27.59,2
2440,589,29,16.0,27.59,74
2441,2206,29,16.0,27.59,6
2442,1486,29,16.0,27.59,33
2443,2176,29,16.0,27.59,59
2444,1130,29,16.0,27.59,27
2445,2632,29,16.0,27.59,90
2446,2655,29,16.0,27.59,80
2447,690,29,16.0,27.59,2
2448,262,29,16.0,27.59,60
2449,566,29,16.0,27.59,11
2450,2966,29,16.0,27.59,4
2451,2979,29,16.0,27.59,52
2452,2798,29,16.0,27.59,83
2453,1689,29,16.0,27.59,75
2454,216,29,16.0,27.59,17
2455,419,29,16.0,27.59,23
2456,827,29,16.0,27.59,73
2457,309,29,16.0,27.59,14
2458,2964,46,25.0,27.17,67
2459,1177,30,16.0,26.67,3
2460,1797,30,16.0,26.67,89
2461,1749,30,16.0,26.67,2
2462,144,30,16.0,26.67,11
2463,325,30,16.0,26.67,22
2464,2212,30,16.0,26.67,68
2465,282,30,16.0,26.67,36
2466,1320,30,16.0,26.67,6
2467,1319,30,16.0,26.67,26
2468,2278,30,16.0,26.67,10
2469,2238,30,16.0,26.67,11
2470,2234,30,16.0,26.67,32
2471,1549,30,16.0,26.67,75
2472,1703,30,16.0,26.67,86
2473,1039,30,16.0,26.67,69
2474,833,30,16.0,26.67,88
2475,799,30,16.0,26.67,33
2476,1440,30,16.0,26.67,43
2477,2059,30,16.0,26.67,71
2478,2771,30,16.0,26.67,4
2479,2421,30,16.0,26.67,14
2480,826,30,16.0,26.67,81
2481,1292,30,16.0,26.67,3
2482,3198,30,16.0,26.67,20
2483,1500,30,16.0,26.67,20
2484,311,30,16.0,26.67,15
2485,1576,30,16.0,26.67,20
2486,313,30,16.0,26.67,71
2487,1824,30,16.0,26.67,47
2488,2645,30,16.0,26.67,3
2489,1765,30,16.0,26.67,15
2490,2207,30,16.0,26.67,92
2491,2799,30,16.0,26.67,91
2492,1725,30,16.0,26.67,30
2493,1328,30,16.0,26.67,78
2494,1523,30,16.0,26.67,73
2495,1520,30,16.0,26.67,59
2496,1941,30,16.0,26.67,48
2497,967,30,16.0,26.67,46
2498,3160,30,16.0,26.67,30
2499,1881,30,16.0,26.67,70
2500,3163,30,16.0,26.67,75
2501,2942,30,16.0,26.67,91
2502,2953,30,16.0,26.67,92
2503,1472,30,16.0,26.67,14
2504,1473,30,16.0,26.67,23
2505,1934,30,16.0,26.67,66
2506,1477,30,16.0,26.67,64
2507,646,30,16.0,26.67,69
2508,3044,30,16.0,26.67,2
2509,989,30,16.0,26.67,29
2510,909,30,16.0,26.67,13
2511,907,30,16.0,26.67,57
2512,962,30,16.0,26.67,33
2513,3125,30,16.0,26.67,39
2514,32,30,16.0,26.67,21
2515,2724,30,16.0,26.67,47
2516,2051,30,16.0,26.67,91
2517,694,30,16.0,26.67,62
2518,701,30,16.0,26.67,10
2519,2376,30,16.0,26.67,82
2520,2106,30,16.0,26.67,16
2521,3256,30,16.0,26.67,53
2522,607,30,16.0,26.67,79
2523,604,30,16.0,26.67,6
2524,2827,30,16.0,26.67,8
2525,2809,30,16.0,26.67,80
2526,2109,30,16.0,26.67,33
2527,29,30,16.0,26.67,83
2528,98,30,16.0,26.67,49
2529,1681,23,12.0,26.09,84
2530,3022,100,52.0,26.0,1
2531,534,31,16.0,25.81,33
2532,53,31,16.0,25.81,9
2533,115,31,16.0,25.81,60
2534,2988,31,16.0,25.81,46
2535,2768,31,16.0,25.81,61
2536,1441,31,16.0,25.81,61
2537,731,31,16.0,25.81,90
2538,239,31,16.0,25.81,1
2539,2043,31,16.0,25.81,42
2540,2454,31,16.0,25.81,85
2541,74,31,16.0,25.81,6
2542,2139,31,16.0,25.81,55
2543,2187,31,16.0,25.81,47
2544,3078,31,16.0,25.81,79
2545,792,31,16.0,25.81,38
2546,2060,31,16.0,25.81,44
2547,2444,31,16.0,25.81,37
2548,723,31,16.0,25.81,69
2549,692,31,16.0,25.81,60
2550,2349,31,16.0,25.81,8
2551,1564,31,16.0,25.81,35
2552,3001,31,16.0,25.81,12
2553,2132,32,16.3,25.47,82
2554,1685,32,16.0,25.0,91
2555,2963,32,16.0,25.0,73
2556,1717,32,16.0,25.0,18
2557,612,32,16.0,25.0,50
2558,1037,32,16.0,25.0,16
2559,2717,32,16.0,25.0,9
2560,2103,32,16.0,25.0,52
2561,3133,24,12.0,25.0,65
2562,693,32,16.0,25.0,68
2563,533,32,16.0,25.0,10
2564,264,32,16.0,25.0,40
2565,1084,32,16.0,25.0,7
2566,322,32,16.0,25.0,39
2567,1588,32,16.0,25.0,7
2568,805,20,10.0,25.0,59
2569,1433,32,16.0,25.0,1
2570,781,32,16.0,25.0,46
2571,2114,32,16.0,25.0,79
2572,2867,32,16.0,25.0,43
2573,2042,32,16.0,25.0,59
2574,3009,32,16.0,25.0,80
2575,1986,32,16.0,25.0,5
2576,1181,32,16.0,25.0,64
2577,25,32,16.0,25.0,58
2578,3210,32,16.0,25.0,61
2579,1742,32,16.0,25.0,5
2580,2338,32,16.0,25.0,40
2581,1968,20,10.0,25.0,59
2582,711,32,16.0,25.0,6
2583,3145,32,16.0,25.0,24
2584,718,33,16.3,24.7,33
2585,2875,47,23.0,24.47,23
2586,2651,33,16.0,24.24,46
2587,1558,33,16.0,24.24,90
2588,2205,33,16.0,24.24,46
2589,2787,33,16.0,24.24,66
2590,3115,33,16.0,24.24,9
2591,917,33,16.0,24.24,11
2592,2722,33,16.0,24.24,92
2593,2945,33,16.0,24.24,3
2594,2902,33,16.0,24.24,53
2595,558,33,16.0,24.24,82
2596,2089,33,16.0,24.24,20
2597,2352,33,16.0,24.24,78
2598,2073,33,16.0,24.24,24
2599,1555,33,16.0,24.24,6
2600,637,33,16.0,24.24,34
2601,1857,33,16.0,24.24,6
2602,2960,33,16.0,24.24,16
2603,192,33,16.0,24.24,1
2604,1088,33,16.0,24.24,86
2605,2331,25,12.0,24.0,52
2606,3091,19,9.0,23.68,64
2607,2215,34,16.0,23.53,77
2608,1808,34,16.0,23.53,37
2609,209,34,16.0,23.53,54
2610,360,34,16.0,23.53,10
2611,2869,34,16.0,23.53,35
2612,828,34,16.0,23.53,73
2613,552,34,16.0,23.53,5
2614,420,34,16.0,23.53,32
2615,2441,34,16.0,23.53,59
2616,2748,34,16.0,23.53,49
2617,2571,34,16.0,23.53,82
2618,127,34,16.0,23.53,21
2619,3119,34,16.0,23.53,31
2620,538,34,16.0,23.53,60
2621,3097,34,16.0,23.53,63
2622,1861,34,16.0,23.53,92
2623,1061,34,16.0,23.53,30
2624,2052,34,16.0,23.53,61
2625,3242,35,16.0,22.86,68
2626,2839,35,16.0,22.86,36
2627,1401,35,16.0,22.86,17
2628,452,35,16.0,22.86,55
2629,2351,35,16.0,22.86,6
2630,1704,35,16.0,22.86,3
2631,280,35,16.0,22.86,73
2632,1000,35,16.0,22.86,39
2633,227,35,16.0,22.86,48
2634,1955,35,16.0,22.86,71
2635,2152,35,16.0,22.86,50
2636,2766,35,16.0,22.86,15
2637,987,35,16.0,22.86,79
2638,859,35,16.0,22.86,40
2639,2934,35,16.0,22.86,87
2640,440,35,16.0,22.86,69
2641,1399,35,16.0,22.86,13
2642,236,35,16.0,22.86,20
2643,1386,35,16.0,22.86,26
2644,238,35,16.0,22.86,18
2645,1676,35,16.0,22.86,85
2646,2728,35,16.0,22.86,49
2647,1502,35,16.0,22.86,75
2648,1046,35,16.0,22.86,80
2649,2027,35,16.0,22.86,36
2650,722,35,16.0,22.86,53
2651,778,35,16.0,22.86,73
2652,1431,35,16.0,22.86,68
2653,1736,35,16.0,22.86,33
2654,2211,35,16.0,22.86,52
2655,1165,35,16.0,22.86,51
2656,1578,35,16.0,22.86,6
2657,756,35,16.0,22.86,32
2658,140,35,16.0,22.86,30
2659,2653,35,16.0,22.86,12
2660,1815,35,16.0,22.86,19
2661,1784,35,16.0,22.86,87
2662,2419,89,40.0,22.47,91
2663,1190,36,16.0,22.22,38
2664,2355,36,16.0,22.22,73
2665,749,36,16.0,22.22,35
2666,2229,36,16.0,22.22,72
2667,786,36,16.0,22.22,54
2668,763,36,16.0,22.22,86
2669,2236,36,16.0,22.22,38
2670,824,36,16.0,22.22,42
2671,292,36,16.0,22.22,33
2672,735,36,16.0,22.22,5
2673,1475,36,16.0,22.22,46
2674,908,36,16.0,22.22,81
2675,1789,36,16.0,22.22,91
2676,2347,36,16.0,22.22,88
2677,3109,36,16.0,22.22,69
2678,273,36,16.0,22.22,74
2679,2759,36,16.0,22.22,31
2680,1637,36,16.0,22.22,51
2681,2935,36,16.0,22.22,12
2682,1615,36,16.0,22.22,31
2683,751,36,16.0,22.22,45
2684,708,37,16.3,22.03,92
2685,1926,33,14.5,21.97,1
2686,2356,37,16.0,21.62,4
2687,963,37,16.0,21.62,29
2688,174,37,16.0,21.62,90
2689,2746,37,16.0,21.62,17
2690,2287,37,16.0,21.62,83
2691,302,37,16.0,21.62,51
2692,2038,37,16.0,21.62,21
2693,1619,37,16.0,21.62,68
2694,2213,37,16.0,21.62,45
2695,2982,37,16.0,21.62,57
2696,719,37,16.0,21.62,66
2697,3053,37,16.0,21.62,6
2698,1764,37,16.0,21.62,87
2699,1811,37,16.0,21.62,52
2700,148,37,16.0,21.62,44
2701,750,37,16.0,21.62,77
2702,342,37,16.0,21.62,52
2703,287,37,16.0,21.62,15
2704,110,38,16.0,21.05,45
2705,3075,38,16.0,21.05,19
2706,414,38,16.0,21.05,74
2707,2967,38,16.0,21.05,34
2708,2224,38,16.0,21.05,39
2709,592,38,16.0,21.05,90
2710,189,38,16.0,21.05,67
2711,3305,38,16.0,21.05,54
2712,499,38,16.0,21.05,25
2713,2539,38,16.0,21.05,38
2714,370,38,16.0,21.05,7
2715,741,38,16.0,21.05,69
2716,559,38,16.0,21.05,91
2717,3194,24,10.0,20.83,84
2718,2708,24,10.0,20.83,39
2719,1411,39,16.0,20.51,4
2720,662,39,16.0,20.51,84
2721,603,39,16.0,20.51,31
2722,608,39,16.0,20.51,18
2723,134,39,16.0,20.51,84
2724,977,39,16.0,20.51,7
2725,3016,39,16.0,20.51,12
2726,736,39,16.0,20.51,12
2727,817,39,16.0,20.51,6
2728,60,39,16.0,20.51,38
2729,1163,39,16.0,20.51,92
2730,111,39,16.0,20.51,4
2731,840,39,16.0,20.51,66
2732,2175,39,16.0,20.51,58
2733,777,39,16.0,20.51,86
2734,2987,39,16.0,20.51,58
2735,1171,39,16.0,20.51,53
2736,2134,39,16.0,20.51,13
2737,3092,22,9.0,20.45,91
2738,2418,133,54.0,20.3,82
2739,2036,40,16.0,20.0,88
2740,2191,40,16.0,20.0,47
2741,1977,50,20.0,20.0,51
2742,33,40,16.0,20.0,73
2743,2102,40,16.0,20.0,30
2744,2016,40,16.0,20.0,58
2745,3062,40,16.0,20.0,46
2746,739,60,24.0,20.0,86
2747,2847,40,16.0,20.0,27
2748,1995,40,16.0,20.0,7
2749,2346,40,16.0,20.0,89
2750,1077,40,16.0,20.0,9
2751,2094,40,16.0,20.0,76
2752,86,40,16.0,20.0,33
2753,1248,40,16.0,20.0,20
2754,565,40,16.0,20.0,28
2755,1327,40,16.0,20.0,75
2756,1510,40,16.0,20.0,11
2757,208,40,16.0,20.0,76
2758,211,40,16.0,20.0,77
2759,1002,40,16.0,20.0,72
2760,194,40,16.0,20.0,42
2761,2872,40,16.0,20.0,84
2762,2357,40,16.0,20.0,57
2763,1739,40,16.0,20.0,92
2764,2127,40,16.0,20.0,78
2765,599,40,16.0,20.0,38
2766,536,40,16.0,20.0,37
2767,983,40,16.0,20.0,8
2768,3164,40,16.0,20.0,70
2769,649,40,16.0,20.0,10
2770,2442,40,16.0,20.0,72
2771,2786,40,16.0,20.0,43
2772,665,40,16.0,20.0,7
2773,2737,40,16.0,20.0,2
2774,978,40,16.0,20.0,50
2775,2923,40,16.0,20.0,78
2776,507,40,16.0,20.0,30
2777,400,40,16.0,20.0,64
2778,1434,40,16.0,20.0,7
2779,1591,40,16.0,20.0,9
2780,1998,40,16.0,20.0,23
2781,378,40,16.0,20.0,71
2782,2210,40,16.0,20.0,39
2783,1372,40,16.0,20.0,10
2784,3224,40,16.0,20.0,69
2785,2155,30,12.0,20.0,44
2786,2548,40,16.0,20.0,89
2787,430,41,16.0,19.51,89
2788,551,41,16.0,19.51,47
2789,3008,41,16.0,19.51,85
2790,2634,41,16.0,19.51,39
2791,2652,41,16.0,19.51,23
2792,1187,41,16.0,19.51,22
2793,1664,41,16.0,19.51,90
2794,2952,41,16.0,19.51,35
2795,2557,41,16.0,19.51,22
2796,2117,26,10.0,19.23,32
2797,713,40,15.3,19.12,32
2798,252,42,16.0,19.05,14
2799,1437,42,16.0,19.05,20
2800,2216,42,16.0,19.05,24
2801,818,42,16.0,19.05,21
2802,349,42,16.0,19.05,71
2803,1766,42,16.0,19.05,23
2804,568,42,16.0,19.05,21
2805,600,42,16.0,19.05,35
2806,177,42,16.0,19.05,44
2807,1499,42,16.0,19.05,87
2808,2137,42,16.0,19.05,3
2809,2135,42,16.0,19.05,84
2810,1287,42,16.0,19.05,7
2811,2126,42,16.0,19.05,23
2812,622,42,16.0,19.05,28
2813,2439,42,16.0,19.05,68
2814,1403,42,16.0,19.05,40
2815,429,42,16.0,19.05,31
2816,721,43,16.0,18.6,59
2817,222,43,16.0,18.6,64
2818,2837,43,16.0,18.6,58
2819,2797,43,16.0,18.6,35
2820,205,43,16.0,18.6,73
2821,2274,43,16.0,18.6,91
2822,1340,43,16.0,18.6,1
2823,2154,43,16.0,18.6,78
2824,338,43,16.0,18.6,89
2825,2636,41,15.0,18.29,33
2826,1566,44,16.0,18.18,41
2827,2570,44,16.0,18.18,48
2828,2031,44,16.0,18.18,10
2829,173,44,16.0,18.18,51
2830,2863,44,16.0,18.18,1
2831,1316,44,16.0,18.18,28
2832,2121,44,16.0,18.18,63
2833,544,44,16.0,18.18,77
2834,2540,44,16.0,18.18,83
2835,3168,44,16.0,18.18,51
2836,1535,44,16.0,18.18,18
2837,654,44,16.0,18.18,67
2838,312,45,16.0,17.78,11
2839,709,45,16.0,17.78,1
2840,2675,45,16.0,17.78,73
2841,1375,45,16.0,17.78,1
2842,439,45,16.0,17.78,87
2843,717,45,16.0,17.78,1
2844,780,45,16.0,17.78,62
2845,129,45,16.0,17.78,32
2846,1754,45,16.0,17.78,51
2847,2876,45,16.0,17.78,44
2848,1743,45,16.0,17.78,82
2849,590,45,16.0,17.78,3
2850,3225,45,16.0,17.78,14
2851,706,45,16.0,17.78,57
2852,253,45,16.0,17.78,20
2853,3114,45,16.0,17.78,86
2854,1408,45,16.0,17.78,13
2855,1391,45,16.0,17.78,32
2856,2255,45,16.0,17.78,25
2857,1633,45,16.0,17.78,83
2858,2753,45,16.0,17.78,57
2859,244,45,16.0,17.78,30
2860,243,45,16.0,17.78,57
2861,1513,45,16.0,17.78,34
2862,200,45,16.0,17.78,52
2863,1567,51,18.0,17.65,78
2864,2177,46,16.0,17.39,91
2865,1174,46,16.0,17.39,27
2866,1942,46,16.0,17.39,7
2867,2223,46,16.0,17.39,43
2868,2656,46,16.0,17.39,43
2869,3170,46,16.0,17.39,46
2870,1715,46,16.0,17.39,18
2871,658,46,16.0,17.39,91
2872,1347,46,16.0,17.39,37
2873,1373,46,16.0,17.39,54
2874,546,46,16.0,17.39,1
2875,1291,46,16.0,17.39,33
2876,3300,46,16.0,17.39,30
2877,2239,29,10.0,17.24,63
2878,2359,47,16.0,17.02,44
2879,214,47,16.0,17.02,92
2880,1702,47,16.0,17.02,38
2881,1982,47,16.0,17.02,92
2882,288,47,16.0,17.02,78
2883,334,47,16.0,17.02,73
2884,1596,47,16.0,17.02,83
2885,836,47,16.0,17.02,75
2886,1965,47,16.0,17.02,17
2887,2980,47,16.0,17.02,92
2888,1184,47,16.0,17.02,91
2889,699,47,16.0,17.02,2
2890,1687,59,20.0,16.95,42
2891,734,52,17.6,16.92,90
2892,176,48,16.0,16.67,35
2893,2954,48,16.0,16.67,3
2894,1422,48,16.0,16.67,29
2895,3150,48,16.0,16.67,31
2896,705,24,8.0,16.67,66
2897,2222,48,16.0,16.67,90
2898,1085,48,16.0,16.67,84
2899,1016,48,16.0,16.67,87
2900,181,48,16.0,16.67,46
2901,549,48,16.0,16.67,73
2902,1996,48,16.0,16.67,71
2903,30,48,16.0,16.67,59
2904,1785,48,16.0,16.67,5
2905,359,48,16.0,16.67,62
2906,714,47,15.6,16.6,11
2907,567,49,16.0,16.33,28
2908,2138,49,16.0,16.33,33
2909,411,49,16.0,16.33,31
2910,2180,49,16.0,16.33,20
2911,2712,49,16.0,16.33,80
2912,2747,49,16.0,16.33,55
2913,3134,49,16.0,16.33,14
2914,974,49,16.0,16.33,20
2915,1387,49,16.0,16.33,71
2916,825,49,16.0,16.33,51
2917,80,49,16.0,16.33,37
2918,3047,49,16.0,16.33,27
2919,862,49,16.0,16.33,45
2920,2232,47,15.2,16.17,69
2921,2257,31,10.0,16.13,81
2922,3235,50,16.0,16.0,46
2923,2122,50,16.0,16.0,50
2924,3301,50,16.0,16.0,48
2925,1690,50,16.0,16.0,14
2926,2740,50,16.0,16.0,73
2927,1074,50,16.0,16.0,5
2928,550,50,16.0,16.0,22
2929,1036,50,16.0,16.0,91
2930,669,50,16.0,16.0,20
2931,2474,50,16.0,16.0,59
2932,2569,50,16.0,16.0,50
2933,409,50,16.0,16.0,59
2934,2538,50,16.0,16.0,76
2935,2252,50,16.0,16.0,43
2936,1948,50,16.0,16.0,79
2937,663,50,16.0,16.0,28
2938,993,50,16.0,16.0,71
2939,596,50,16.0,16.0,85
2940,3295,50,16.0,16.0,9
2941,1005,50,16.0,16.0,10
2942,250,50,16.0,16.0,48
2943,3130,50,16.0,16.0,3
2944,3293,50,16.0,16.0,60
2945,3015,50,16.0,16.0,58
2946,277,50,16.0,16.0,60
2947,2983,50,16.0,16.0,27
2948,1557,50,16.0,16.0,69
2949,3283,50,16.0,16.0,83
2950,341,50,16.0,16.0,2
2951,539,51,16.0,15.69,60
2952,710,51,16.0,15.69,89
2953,2659,51,16.0,15.69,33
2954,1970,51,16.0,15.69,69
2955,1713,51,16.0,15.69,50
2956,610,51,16.0,15.69,66
2957,2933,51,16.0,15.69,33
2958,229,51,16.0,15.69,21
2959,2226,51,16.0,15.69,16
2960,3080,51,16.0,15.69,12
2961,178,52,16.0,15.38,37
2962,1515,52,16.0,15.38,89
2963,2641,52,16.0,15.38,4
2964,3304,52,16.0,15.38,49
2965,1577,52,16.0,15.38,13
2966,3294,52,16.0,15.38,92
2967,857,52,16.0,15.38,1
2968,2233,52,16.0,15.38,33
2969,1554,52,16.0,15.38,92
2970,545,52,16.0,15.38,88
2971,245,52,16.0,15.38,1
2972,703,52,16.0,15.38,83
2973,1518,52,16.0,15.38,80
2974,2633,33,10.0,15.15,56
2975,142,53,16.0,15.09,86
2976,116,53,16.0,15.09,41
2977,2227,53,16.0,15.09,89
2978,1627,53,16.0,15.09,56
2979,3002,53,16.0,15.09,84
2980,598,53,16.0,15.09,58
2981,1288,53,16.0,15.09,55
2982,1193,53,16.0,15.09,16
2983,2028,54,16.0,14.81,78
2984,1597,54,16.0,14.81,3
2985,631,54,16.0,14.81,63
2986,1993,54,16.0,14.81,40
2987,2936,54,16.0,14.81,84
2988,530,55,16.0,14.55,8
2989,1001,55,16.0,14.55,51
2990,1533,55,16.0,14.55,69
2991,1090,55,16.0,14.55,91
2992,2124,55,16.0,14.55,74
2993,2671,55,16.0,14.55,1
2994,96,55,16.0,14.55,9
2995,1185,55,16.0,14.55,27
2996,1153,55,16.0,14.55,3
2997,1949,56,16.0,14.29,48
2998,1542,56,16.0,14.29,22
2999,2932,56,16.0,14.29,84
3000,2646,56,16.0,14.29,85
3001,2123,56,16.0,14.29,80
3002,1097,56,16.0,14.29,10
3003,1568,71,20.0,14.08,49
3004,1501,57,16.0,14.04,66
3005,1552,57,16.0,14.04,4
3006,743,57,16.0,14.04,43
3007,738,58,16.0,13.79,79
3008,1028,58,16.0,13.79,29
3009,2088,58,16.0,13.79,91
3010,2998,58,16.0,13.79,38
3011,437,58,16.0,13.79,83
3012,660,58,16.0,13.79,83
3013,1175,58,16.0,13.79,14
3014,2225,58,16.0,13.79,41
3015,730,58,16.0,13.79,65
3016,2029,58,16.0,13.79,43
3017,831,59,16.0,13.56,78
3018,305,59,16.0,13.56,28
3019,2053,59,16.0,13.56,78
3020,1589,59,16.0,13.56,71
3021,656,59,16.0,13.56,57
3022,3296,60,16.0,13.33,79
3023,242,60,16.0,13.33,59
3024,1617,60,16.0,13.33,12
3025,2558,60,16.0,13.33,70
3026,800,60,16.0,13.33,25
3027,3290,60,16.0,13.33,2
3028,830,60,16.0,13.33,71
3029,3257,60,16.0,13.33,63
3030,187,60,16.0,13.33,66
3031,141,60,16.0,13.33,8
3032,2091,60,16.0,13.33,75
3033,1519,60,16.0,13.33,32
3034,2361,300,80.0,13.33,4
3035,1855,60,16.0,13.33,80
3036,1325,60,16.0,13.33,77
3037,1548,60,16.0,13.33,11
3038,1474,60,16.0,13.33,26
3039,2024,60,16.0,13.33,43
3040,822,60,16.0,13.33,20
3041,290,60,16.0,13.33,62
3042,1943,60,16.0,13.33,1
3043,2962,60,16.0,13.33,35
3044,796,91,24.0,13.19,75
3045,1768,61,16.0,13.11,64
3046,2715,61,16.0,13.11,92
3047,732,61,16.0,13.11,56
3048,2713,61,16.0,13.11,10
3049,2107,61,16.0,13.11,23
3050,1075,61,16.0,13.11,71
3051,1059,61,16.0,13.11,22
3052,1067,62,16.0,12.9,70
3053,726,62,16.0,12.9,77
3054,727,62,16.0,12.9,6
3055,2018,62,16.0,12.9,71
3056,2130,62,16.0,12.9,79
3057,528,62,16.0,12.9,18
3058,982,62,16.0,12.9,41
3059,1322,62,16.0,12.9,74
3060,2034,62,16.0,12.9,26
3061,1094,78,20.0,12.82,91
3062,570,63,16.0,12.7,36
3063,225,63,16.0,12.7,29
3064,2714,63,16.0,12.7,86
3065,988,63,16.0,12.7,39
3066,3004,63,16.0,12.7,26
3067,724,63,16.0,12.7,41
3068,3050,63,16.0,12.7,72
3069,1183,64,16.0,12.5,82
3070,1573,64,16.0,12.5,24
3071,2993,64,16.0,12.5,86
3072,2254,64,16.0,12.5,39
3073,1635,64,16.0,12.5,4
3074,1767,64,16.0,12.5,57
3075,1860,44,11.0,12.5,42
3076,640,64,16.0,12.5,27
3077,975,65,16.0,12.31,28
3078,1574,65,16.0,12.31,20
3079,117,65,16.0,12.31,61
3080,2877,65,16.0,12.31,82
3081,747,65,16.0,12.31,4
3082,2541,90,22.0,12.22,41
3083,2635,41,10.0,12.2,81
3084,3220,66,16.0,12.12,50
3085,664,66,16.0,12.12,8
3086,438,66,16.0,12.12,5
3087,2968,66,16.0,12.12,6
3088,339,66,16.0,12.12,1
3089,1345,66,16.0,12.12,15
3090,2670,62,15.0,12.1,42
3091,2650,62,15.0,12.1,86
3092,1575,67,16.0,11.94,3
3093,745,67,16.0,11.94,3
3094,2240,67,16.0,11.94,61
3095,146,67,16.0,11.94,91
3096,240,67,16.0,11.94,53
3097,1065,68,16.0,11.76,36
3098,182,69,16.0,11.59,51
3099,2353,69,16.0,11.59,6
3100,285,69,16.0,11.59,52
3101,2643,69,16.0,11.59,88
3102,3307,69,16.0,11.59,52
3103,2669,70,16.0,11.43,59
3104,1395,70,16.0,11.43,65
3105,1817,70,16.0,11.43,66
3106,580,70,16.0,11.43,57
3107,3306,70,16.0,11.43,39
3108,2131,70,16.0,11.43,92
3109,2438,70,16.0,11.43,56
3110,1671,70,16.0,11.43,13
3111,537,70,16.0,11.43,40
3112,1081,70,16.0,11.43,9
3113,291,70,16.0,11.43,8
3114,2237,70,16.0,11.43,39
3115,1804,70,16.0,11.43,67
3116,2377,71,16.0,11.27,4
3117,1064,72,16.0,11.11,30
3118,2220,45,10.0,11.11,80
3119,643,72,16.0,11.11,37
3120,228,73,16.0,10.96,14
3121,2129,73,16.0,10.96,63
3122,2965,73,16.0,10.96,90
3123,2345,69,15.0,10.87,16
3124,1344,74,16.0,10.81,49
3125,1967,74,16.0,10.81,3
3126,1539,74,16.0,10.81,42
3127,2324,74,16.0,10.81,33
3128,57,74,16.0,10.81,8
3129,650,75,16.0,10.67,47
3130,1741,75,16.0,10.67,92
3131,1810,75,16.0,10.67,69
3132,1179,75,16.0,10.67,79
3133,61,75,16.0,10.67,60
3134,623,75,16.0,10.67,53
3135,1289,75,16.0,10.67,68
3136,2111,75,16.0,10.67,15
3137,1579,76,16.0,10.53,91
3138,712,76,16.0,10.53,69
3139,1019,48,10.0,10.42,38
3140,1083,77,16.0,10.39,5
3141,2828,77,16.0,10.39,40
3142,2344,77,16.0,10.39,59
3143,547,77,16.0,10.39,68
3144,1571,77,16.0,10.39,47
3145,1004,77,16.0,10.39,51
3146,2319,78,16.0,10.26,67
3147,145,78,16.0,10.26,27
3148,3284,78,16.0,10.26,74
3149,3282,78,16.0,10.26,67
3150,863,78,16.0,10.26,81
3151,246,78,16.0,10.26,89
3152,3201,78,16.0,10.26,3
3153,1550,78,16.0,10.26,20
3154,2939,78,16.0,10.26,25
3155,3117,49,10.0,10.2,67
3156,2822,79,16.0,10.13,92
3157,1246,79,16.0,10.13,33
3158,1068,79,16.0,10.13,73
3159,725,82,16.6,10.12,79
3160,1639,80,16.0,10.0,28
3161,2275,80,16.0,10.0,82
3162,2553,80,16.0,10.0,77
3163,1079,80,16.0,10.0,25
3164,3146,80,16.0,10.0,19
3165,1314,80,16.0,10.0,20
3166,2794,80,16.0,10.0,92
3167,3299,50,10.0,10.0,46
3168,594,80,16.0,10.0,89
3169,3183,80,16.0,10.0,7
3170,2284,80,16.0,10.0,74
3171,997,80,16.0,10.0,16
3172,3308,80,16.0,10.0,88
3173,755,80,16.0,10.0,72
3174,2000,81,16.0,9.88,85
3175,3046,81,16.0,9.88,82
3176,1994,81,16.0,9.88,74
3177,2637,76,15.0,9.87,83
3178,170,82,16.0,9.76,89
3179,1073,82,16.0,9.76,62
3180,1707,82,16.0,9.76,16
3181,1980,82,16.0,9.76,92
3182,2136,83,16.0,9.64,60
3183,2140,83,16.0,9.64,56
3184,1975,83,16.0,9.64,68
3185,2369,84,16.0,9.52,53
3186,2981,84,16.0,9.52,74
3187,2002,84,16.0,9.52,18
3188,980,84,16.0,9.52,40
3189,221,84,16.0,9.52,37
3190,984,85,16.0,9.41,51
3191,226,85,16.0,9.41,64
