Dia,Custo,Entregas
353,6097.0457,128
354,2531.2721,59
355,3072.7825,81
356,3481.1091,77
357,0.0,0
358,0.0,0
359,0.0,0
360,3897.485,109
361,818.3136,14
362,326.1142,11
363,398.5954,9
364,0.0,0
365,0.0,0
